Start Date,End Date,Campaign Name,Ad Set Name,Ad Name,Placement,Impressions,Clicks,Amount Spent (USD),Page Likes,Website Actions (All),Video Views,Mobile App Installs
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,557,10,1.13,1,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_04,News Feed on Desktop Computers,551,18,2.35,1,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,61,2,0.33,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,509,11,1.74,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,66,2,0.27,1,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,141,1,0.14,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,162,3,0.37,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,16,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_05,News Feed on Desktop Computers,50,1,0.08,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,2747,101,15.3,4,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,10459,249,35.08,8,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,12469,281,39.19,4,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,6968,131,17.08,7,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,10699,202,26.2,7,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,10543,164,20.3,1,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_06,News Feed on Desktop Computers,7928,182,22.77,7,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_07,News Feed on Desktop Computers,4339,106,13.72,4,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_07,News Feed on Desktop Computers,5090,128,17.22,6,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_07,News Feed on Desktop Computers,8728,222,26.93,9,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_07,News Feed on Desktop Computers,7426,195,23.75,12,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,722,28,4.4,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,5468,94,13.91,1,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,3457,68,9.78,1,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,4286,81,11.74,0,0,0,0
2015-04-19,2015-04-19,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,1238,31,3.97,0,0,0,0
2015-04-18,2015-04-18,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,351,10,1.29,0,0,0,0
2015-04-17,2015-04-17,Campaign43,Ad set2,pagepost_08,News Feed on Desktop Computers,55,3,0.41,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_09,News Feed on Desktop Computers,130,3,0.47,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_09,News Feed on Desktop Computers,609,12,1.94,1,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_09,News Feed on Desktop Computers,1073,20,2.88,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_09,News Feed on Desktop Computers,67,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_10,News Feed on Desktop Computers,313,9,1.4,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_10,News Feed on Desktop Computers,79,4,0.65,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_10,News Feed on Desktop Computers,45,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_10,News Feed on Desktop Computers,142,2,0.32,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_11,News Feed on Desktop Computers,5,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_11,News Feed on Desktop Computers,11,2,0.24,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_11,News Feed on Desktop Computers,17,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_11,News Feed on Desktop Computers,392,6,0.91,0,0,0,0
2015-04-23,2015-04-23,Campaign43,Ad set2,pagepost_12,News Feed on Desktop Computers,22,1,0.14,1,0,0,0
2015-04-22,2015-04-22,Campaign43,Ad set2,pagepost_12,News Feed on Desktop Computers,67,3,0.39,0,0,0,0
2015-04-21,2015-04-21,Campaign43,Ad set2,pagepost_12,News Feed on Desktop Computers,78,1,0.15,0,0,0,0
2015-04-20,2015-04-20,Campaign43,Ad set2,pagepost_12,News Feed on Desktop Computers,392,7,1,0,0,0,0
2015-04-23,2015-04-23,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,82,5,0.21,6,0,0,0
2015-04-23,2015-04-23,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,2801,117,15.97,94,0,1,0
2015-04-22,2015-04-22,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,74,1,0.15,1,0,0,0
2015-04-22,2015-04-22,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,3146,161,18.22,121,0,2,0
2015-04-21,2015-04-21,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,59,5,0.15,4,0,0,0
2015-04-21,2015-04-21,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,3491,156,20.1,120,0,1,0
2015-04-20,2015-04-20,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,3457,136,18.72,100,0,0,0
2015-04-20,2015-04-20,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,156,2,0.28,1,0,0,0
2015-04-19,2015-04-19,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,135,2,0.43,2,0,0,0
2015-04-19,2015-04-19,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,3083,132,19.39,105,0,0,0
2015-04-18,2015-04-18,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,2947,168,19.71,129,0,0,0
2015-04-18,2015-04-18,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,38,2,0.11,2,0,0,0
2015-04-17,2015-04-17,Campaign44,Ad set1,pagelike_01,News Feed on Desktop Computers,175,3,0.43,3,0,0,0
2015-04-17,2015-04-17,Campaign44,Ad set1,pagelike_01,News Feed on Mobile Devices,3582,181,24.54,151,0,1,0
2015-04-23,2015-04-23,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,84,3,0.18,0,0,0,0
2015-04-23,2015-04-23,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,2801,228,13.66,1,0,0,0
2015-04-22,2015-04-22,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,327,9,0.58,0,0,0,0
2015-04-22,2015-04-22,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,3393,233,14.56,1,0,0,0
2015-04-21,2015-04-21,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,3683,259,15.44,3,0,0,0
2015-04-21,2015-04-21,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,133,5,0.29,0,0,0,0
2015-04-20,2015-04-20,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,280,17,1.01,0,0,0,0
2015-04-20,2015-04-20,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,2995,228,13.99,0,0,0,0
2015-04-19,2015-04-19,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,488,15,0.75,0,0,0,0
2015-04-19,2015-04-19,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,3830,288,16.5,2,0,0,0
2015-04-18,2015-04-18,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,132,9,0.45,0,0,0,0
2015-04-18,2015-04-18,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,4120,277,16.8,0,0,0,0
2015-04-17,2015-04-17,Campaign45,Ad set1,pagepost_01,News Feed on Mobile Devices,5428,291,19.6,3,0,0,0
2015-04-17,2015-04-17,Campaign45,Ad set1,pagepost_01,News Feed on Desktop Computers,177,4,0.27,0,0,0,0
